Title,Bookmark
Annual Visitation by Park Type or Region for: 2019 By Park Type,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Annual%20Visitation%20by%20Park%20Type%20or%20Region%20(1979%20-%20Last%20Calendar%20Year)

Heading,ParkName,RecreationVisits,NonRecreationVisits,RecreationVisitorHours,NonRecreationVisitorHours,ConcessionerLodgingOvernights,ConcessionerCampingOvernights,TentOvernights,RecreationVehicleOvernights,BackcountryOvernights,NonRecreationOvernights,MiscellaneousOvernights,GroupTotal,GroupTotalRecreationVisits,GroupTotalNonRecreationVisits,GroupTotalRecreationVisitorHours,GroupTotalNonRecreationVisitorHours,GroupTotalConcessionerLodgingOvernights,GroupTotalConcessionerCampingOvernights,GroupTotalTentOvernights,GroupTotalRecreationVehicleOvernights,GroupTotalBackcountryOvernights,GroupTotalNonRecreationOvernights,GroupTotalMiscellaneousOvernights,ReportTotalRecreationVisits,ReportTotalNonRecreationVisits,ReportTotalRecreationVisitorHours,ReportTotalNonRecreationVisitorHours,ReportTotalConcessionerLodgingOvernights,ReportTotalConcessionerCampingOvernights,ReportTotalTentOvernights,ReportTotalRecreationVehicleOvernights,ReportTotalBackcountryOvernights,ReportTotalNonRecreationOvernights,ReportTotalMiscellaneousOvernights
National Park,Kobuk Valley NP,"15,766","7,750","58,789","62,000",0,0,0,0,"7,050","7,100",0,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Lake Clark NP & PRES,"17,157",0,"49,406",0,0,0,0,0,686,0,0,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Lassen Volcanic NP,"517,039",0,"5,490,609",0,"5,487","2,154","56,856","29,916","6,685",0,"12,634",National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Mammoth Cave NP,"551,590","109,392","4,381,054","54,695","28,260",0,"36,695","10,741","3,182",0,"4,697",National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Mesa Verde NP,"556,203","10,081","3,969,497","10,081","21,489",0,"33,621","26,110",0,0,258,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Mount Rainier NP,"1,501,621","746,897","18,660,689","746,897","35,243",0,"83,353","30,408","47,703",0,"8,676",National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,National Park of American Samoa,"60,006",0,"120,010",0,0,0,0,0,0,0,0,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,North Cascades NP,"38,208",0,"672,611",0,0,0,0,0,"27,581",0,0,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Olympic NP,"3,245,806","718,520","16,899,047","294,600","76,220","28,645","134,569","73,701","96,864",0,190,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Petrified Forest NP,"643,588",120,"1,701,149",120,0,0,0,0,"1,451",0,0,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Pinnacles NP,"177,224",0,"634,536",0,0,0,0,0,0,0,0,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Redwood NP,"504,722",0,"1,762,772",0,0,0,"2,721",0,"3,276",0,"1,818",National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Rocky Mountain NP,"4,670,053","8,750","31,535,363","26,250",0,0,"112,791","64,809","41,213",0,877,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Saguaro NP,"1,020,226","2,694,738","1,076,297","673,686",0,0,0,0,"2,185",0,0,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Sequoia NP,"1,246,053","15,987","40,056,963","63,948","69,616",0,"133,088","68,679","29,871",0,256,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Shenandoah NP,"1,425,507","10,962","10,618,576","2,742","95,395",0,"119,649","59,820","32,391",0,139,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Theodore Roosevelt NP,"691,658","6,578","2,657,924","2,172",0,0,"16,862","20,524",735,0,"2,301",National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Virgin Islands NP,"133,398","238,252","820,391","59,562",0,0,0,0,0,0,0,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Voyageurs NP,"232,974",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122",National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,White Sands NP,"608,785",0,"1,521,903",0,0,0,0,0,"4,243",0,0,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Wind Cave NP,"615,350","240,685","1,735,378","79,425",0,0,"3,632","3,715",369,0,505,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Wrangell-St. Elias NP & PRES,"74,518",0,"3,427,825",0,0,0,0,0,0,0,0,National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Yellowstone NP,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907",National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Yosemite NP,"4,422,861","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411",National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Park,Zion NP,"4,488,268","21,900","28,715,546","5,475","82,640",0,"118,290","78,704","18,320",0,"21,619",National Park Total,"89,815,063","24,016,446","754,393,952","15,995,496","2,966,428","973,338","2,615,727","1,519,216","1,311,925","21,449","448,255","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Parkway,Blue Ridge PKWY,"14,976,085","1,942,260","93,741,560","971,136","50,197",0,"66,384","42,913","1,089",0,"1,294",National Parkway Total,"30,186,057","47,411,509","128,921,710","28,283,226","58,785","4,743","71,973","52,213","1,089",0,"1,294","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Parkway,George Washington MEM PKWY,"7,487,265","36,298,118","8,132,260","18,149,059",0,0,0,0,0,0,0,National Parkway Total,"30,186,057","47,411,509","128,921,710","28,283,226","58,785","4,743","71,973","52,213","1,089",0,"1,294","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Parkway,"John D. Rockefeller, Jr. MEM PKWY","1,426,666","10,800","1,699,951","2,700","8,588","4,743",0,0,0,0,0,National Parkway Total,"30,186,057","47,411,509","128,921,710","28,283,226","58,785","4,743","71,973","52,213","1,089",0,"1,294","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Parkway,Natchez Trace PKWY,"6,296,041","9,160,331","25,347,939","9,160,331",0,0,"5,589","9,300",0,0,0,National Parkway Total,"30,186,057","47,411,509","128,921,710","28,283,226","58,785","4,743","71,973","52,213","1,089",0,"1,294","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Preserve,Bering Land Bridge NPRES,"2,642","1,128","7,926","9,024",0,0,0,0,"1,123",482,0,National Preserve Total,"4,014,686","9,578","14,251,036","76,624",0,0,"3,092","11,520","14,233","6,902",27,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Preserve,Big Cypress NPRES,"1,007,471",0,"3,393,687",0,0,0,"2,982","11,400","4,026",0,7,National Preserve Total,"4,014,686","9,578","14,251,036","76,624",0,0,"3,092","11,520","14,233","6,902",27,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Preserve,Big Thicket NPRES,"255,926",0,"826,557",0,0,0,0,0,"1,536",0,0,National Preserve Total,"4,014,686","9,578","14,251,036","76,624",0,0,"3,092","11,520","14,233","6,902",27,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Preserve,Little River Canyon NPRES,"649,986",0,"1,587,719",0,0,0,0,0,0,0,0,National Preserve Total,"4,014,686","9,578","14,251,036","76,624",0,0,"3,092","11,520","14,233","6,902",27,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Preserve,Mojave NPRES,"841,516",0,"5,052,100",0,0,0,110,120,0,0,20,National Preserve Total,"4,014,686","9,578","14,251,036","76,624",0,0,"3,092","11,520","14,233","6,902",27,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Preserve,Noatak NPRES,"17,216","8,450","254,081","67,600",0,0,0,0,"5,650","5,750",0,National Preserve Total,"4,014,686","9,578","14,251,036","76,624",0,0,"3,092","11,520","14,233","6,902",27,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Preserve,Tallgrass Prairie NPRES,"33,750",0,"67,500",0,0,0,0,0,0,0,0,National Preserve Total,"4,014,686","9,578","14,251,036","76,624",0,0,"3,092","11,520","14,233","6,902",27,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Preserve,Timucuan EHP,"1,205,065",0,"3,013,686",0,0,0,0,0,0,0,0,National Preserve Total,"4,014,686","9,578","14,251,036","76,624",0,0,"3,092","11,520","14,233","6,902",27,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Preserve,Yukon-Charley Rivers NPRES,"1,114",0,"47,780",0,0,0,0,0,"1,898",670,0,National Preserve Total,"4,014,686","9,578","14,251,036","76,624",0,0,"3,092","11,520","14,233","6,902",27,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Amistad NRA,"1,267,900","1,128","9,284,523","1,128",0,0,0,"10,192",0,0,"2,220",National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Bighorn Canyon NRA,"249,659","6,900","1,026,252","3,447",0,"9,588",11,78,0,0,0,National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Chattahoochee River NRA,"3,393,133",0,"13,572,529",0,0,0,0,0,0,0,0,National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Chickasaw NRA,"1,422,612","1,640,957","6,165,499","131,277",0,0,"55,145","47,139",0,0,"25,792",National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Curecanti NRA,"836,034",0,"3,921,345",0,0,0,"20,608","42,588",365,0,"2,858",National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Delaware Water Gap NRA,"3,374,865","54,000","14,354,784","27,000",0,"7,507",0,0,"14,256",0,"21,003",National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Gateway NRA,"9,405,622","1,132,623","25,701,670","2,265,248",0,0,"16,490","3,287",0,0,"2,207",National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Gauley River NRA,"119,282",0,"379,843",0,0,0,"3,915","1,475",0,0,0,National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Glen Canyon NRA,"4,330,563","37,176","44,105,819","446,108","66,744","74,529","11,757","3,648","89,782",0,"648,607",National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Golden Gate NRA,"15,002,227",0,"39,165,776",0,"46,803",0,"3,393",0,730,0,"9,173",National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Lake Chelan NRA,"38,785",0,"527,626",0,"9,548",0,0,0,"7,398",0,0,National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Lake Mead NRA,"7,499,049","271,986","60,479,091","1,631,917","35,399","134,594","120,985","153,981","219,510",0,"49,367",National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Lake Meredith NRA,"1,328,340",0,"3,967,646",0,0,0,"12,636","57,418",0,0,0,National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Lake Roosevelt NRA,"1,358,818","1,200","3,897,636",600,"2,716","2,948","31,402","38,921","2,649",0,"2,952",National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Ross Lake NRA,"1,088,528",720,"2,833,723",720,"7,938",0,"39,616","14,118","10,056",0,990,National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Santa Monica Mountains NRA,"707,566","111,348","1,191,540","56,214",0,0,0,0,144,0,0,National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Recreation Area,Whiskeytown NRA,"687,159","6,084","2,292,466","11,384",0,"6,980",682,513,0,0,"2,530",National Recreation Area Total,"52,110,142","3,264,122","232,867,768","4,575,043","169,148","236,146","316,640","373,358","344,890",0,"767,699","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Reserve,City of Rocks NRES,"99,311",0,"347,584",0,0,0,0,0,0,0,0,National Reserve Total,"99,311",0,"347,584",0,0,0,0,0,0,0,0,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National River,Big South Fork NRRA,"750,494",0,"5,273,150",0,"3,343",0,"6,087","29,425","8,417",0,"2,628",National River Total,"4,868,668","2,400","18,406,315","4,800","6,362",0,"111,333","60,777","39,789",0,"38,849","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National River,Buffalo NR,"1,326,282",0,"6,547,611",0,"2,821",0,"37,004","10,532","20,367",0,"13,324",National River Total,"4,868,668","2,400","18,406,315","4,800","6,362",0,"111,333","60,777","39,789",0,"38,849","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National River,Mississippi NRRA,"374,682",0,"637,842",0,0,0,0,0,0,0,0,National River Total,"4,868,668","2,400","18,406,315","4,800","6,362",0,"111,333","60,777","39,789",0,"38,849","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National River,New River Gorge NR,"1,195,721","2,400","2,615,787","4,800",0,0,"5,074","1,032",0,0,0,National River Total,"4,868,668","2,400","18,406,315","4,800","6,362",0,"111,333","60,777","39,789",0,"38,849","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National River,Ozark NSR,"1,221,489",0,"3,331,925",0,198,0,"63,168","19,788","11,005",0,"22,897",National River Total,"4,868,668","2,400","18,406,315","4,800","6,362",0,"111,333","60,777","39,789",0,"38,849","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Seashore,Assateague Island NS,"2,344,536","3,600","19,975,719","3,600",0,0,"42,649","25,125","1,549",0,"11,306",National Seashore Total,"20,273,975","502,375","82,100,446","1,227,366","10,707","5,339","163,220","251,148","64,676",324,"51,065","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Seashore,Canaveral NS,"1,884,122",0,"4,750,502",0,0,0,0,0,"2,453",0,0,National Seashore Total,"20,273,975","502,375","82,100,446","1,227,366","10,707","5,339","163,220","251,148","64,676",324,"51,065","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Seashore,Cape Cod NS,"4,096,104","29,548","8,035,180","177,288","1,401",0,0,0,0,0,"8,398",National Seashore Total,"20,273,975","502,375","82,100,446","1,227,366","10,707","5,339","163,220","251,148","64,676",324,"51,065","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Seashore,Cape Hatteras NS,"2,606,632","139,472","11,664,640","423,278",0,0,"44,236","45,405",0,324,"4,439",National Seashore Total,"20,273,975","502,375","82,100,446","1,227,366","10,707","5,339","163,220","251,148","64,676",324,"51,065","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Seashore,Cape Lookout NS,"455,526","2,160","1,801,282","6,480",0,0,0,0,"2,229",0,"10,110",National Seashore Total,"20,273,975","502,375","82,100,446","1,227,366","10,707","5,339","163,220","251,148","64,676",324,"51,065","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Seashore,Cumberland Island NS,"53,904",0,"921,184",0,0,0,"21,185",0,"4,495",0,0,National Seashore Total,"20,273,975","502,375","82,100,446","1,227,366","10,707","5,339","163,220","251,148","64,676",324,"51,065","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Seashore,Fire Island NS,"391,311","184,626","1,528,304","553,878",0,"5,315",0,0,"3,198",0,"12,548",National Seashore Total,"20,273,975","502,375","82,100,446","1,227,366","10,707","5,339","163,220","251,148","64,676",324,"51,065","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Seashore,Gulf Islands NS,"5,600,240","115,381","17,900,992","22,654",0,0,"35,140","145,393",0,0,"3,852",National Seashore Total,"20,273,975","502,375","82,100,446","1,227,366","10,707","5,339","163,220","251,148","64,676",324,"51,065","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Seashore,Padre Island NS,"576,299","1,800","4,127,938","14,400",0,0,"20,010","35,225","13,601",0,412,National Seashore Total,"20,273,975","502,375","82,100,446","1,227,366","10,707","5,339","163,220","251,148","64,676",324,"51,065","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Seashore,Point Reyes NS,"2,265,301","25,788","11,394,705","25,788","9,306",24,0,0,"37,151",0,0,National Seashore Total,"20,273,975","502,375","82,100,446","1,227,366","10,707","5,339","163,220","251,148","64,676",324,"51,065","327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Wild & Scenic River,Bluestone NSR,"37,663",0,"94,160",0,0,0,0,0,0,0,0,National Wild & Scenic River Total,"1,303,175","336,778","8,244,701","27,346",0,0,"8,686",0,"70,306",0,0,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
National Wild & Scenic River,Missouri NRR,"129,280",0,"129,280",0,0,0,0,0,0,0,0,National Wild & Scenic River Total,"1,303,175","336,778","8,244,701","27,346",0,0,"8,686",0,"70,306",0,0,"327,516,619","169,448,640","1,429,969,885","92,910,278","3,227,317","1,264,154","3,503,369","2,466,682","1,948,831","34,600","1,415,120"
